ATPex_fap,ATPex_srb,CO2ex_gen_fap,CO2ex_gen_srb,CO2ex_gen_syn,H2Sex_gen_srb,H2pool_gen_fap,H2pool_gen_srb,NH3_syn,NH3ex_gen_fap,NH3ex_gen_srb,O2expool_gen_fap,O2expool_gen_syn,PHB_fap,SO4ex_gen_srb,bm,bm_fap_srb_syn,hv_gen_fap,hv_gen_syn,polyglcex_gen_syn
0.0,0.0014668447601156938,0.009103081234486509,0.0,-0.06263308080424138,0.044513614347025374,0.0,-0.177218034970195,-0.004852388717743341,-0.004852388717743341,-0.004857564599042268,-0.002785271123984678,0.05548065983428769,0.0,-0.044513614347025374,0.0003881910974194673,0.0,-0.01575570616651263,-0.5715795592801772,0.0
0.0,0.0,0.0,0.0,-0.0967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,-0.7903225806451613,0.016129032258064516
0.0,0.0,0.008864471625243946,0.0,-0.06099134494015392,0.04253059901030231,0.005424527412462713,-0.16930789789500345,-0.004725198094479715,-0.004725198094479715,-0.004730238305780493,0.0,0.05402640294889083,0.0,-0.04253059901030231,0.0003780158475583772,0.0,-0.0451681685851316,-0.5565973382302106,0.0
0.0,0.0,0.0019056370776352482,0.06996839080366364,-0.08307998653620678,0.03502797629631267,0.0011661361221350025,0.0,-0.0010157980157970406,-0.0010157980157970406,-0.0010168544457334696,0.0,0.08158270026092194,0.0,-0.03502797629631267,8.126384126376325e-05,0.0,-0.009710013233003911,-0.6794014690552168,0.0
0.0,0.0,0.008931664874031015,0.0,-0.061453663145646396,0.04705374084541759,0.0,-0.1873941643282146,-0.004761015391274528,-0.004761015391274528,-0.004765966847281453,-0.002732822834591579,0.05443592645890774,0.0,-0.04705374084541759,0.00038088123130196224,0.0,-0.015459016975468393,-0.5608163808311726,0.0
0.0,0.0015284781186343608,0.004186595411397045,0.0,-0.05996579935825762,0.046383971474520926,0.0005056274651445707,-0.18466431898216518,-0.005056274651445707,-0.005056274651445707,-0.005061668011073915,0.0,0.0551623384393842,0.0,-0.046383971474520926,0.00040450197211565656,0.0,-0.056281393145242165,-0.529358786844652,0.0
0.0,0.0,0.0,0.07923034472273638,-0.08400255245397713,0.03967106046536046,0.0,0.0,0.0,0.0,-0.001298257138468899,0.0,0.08400255245397713,0.0,-0.03967106046536046,0.0,0.00010375266830247734,0.0,-0.672020419631817,0.0
0.0,0.004296419706289889,0.008761722072571344,0.0,-0.06028438420132606,0.04861354622013892,0.0,-0.19364900317196757,-0.004670427544014576,-0.004670427544014576,-0.0046752847886603515,-0.0026808254102643667,0.05340017400144858,0.0,-0.04861354622013892,0.0003736342035211661,0.0,-0.01516487823541533,-0.5501457266802283,0.0
0.0,0.0,0.00643973130888293,-0.021347883335739046,-0.049092798500691315,0.04971333333023917,0.0,-0.2405489110936497,-0.0058015597377323695,-0.0058015597377323695,-0.0058075933598596115,0.0,0.04165229813704955,0.0,-0.04971333333023917,0.0004641247790185896,0.0,-0.056565207442890605,-0.46705166590627556,0.0
0.0,0.0,0.0,-0.014991912883972698,-0.03063053054919651,0.10624208976897166,0.0,-0.45281501730497353,0.0,0.0,-0.01241170628229391,0.0,0.03063053054919651,0.0,-0.10624208976897166,0.0,0.0009918784988514047,0.0,-0.24504424439357209,0.0
0.0,0.0,0.010635135266902213,-0.020860284935455612,-0.05231398093975139,0.048577851117630265,0.0,-0.23505463035421803,-0.005669048649734654,-0.005669048649734654,-0.005674944460330378,-0.0032540339249476917,0.04395780323004251,0.0,-0.048577851117630265,0.00045352389197877237,0.0,-0.018407400965688422,-0.5008944624959552,0.0
0.0,0.0,0.0,0.0,-0.09237573503543248,0.0,0.0,0.0,-0.025129416494948986,0.0,0.0,0.0,0.09021460521686686,0.0,0.0,0.0,0.002010353319595919,0.0,-0.7902698899331557,0.0
0.0,0.0,0.0,0.0,-0.04012284806939148,0.09814387028243458,0.0,-0.3906959402282067,0.0,0.0,-0.010915526832224224,0.0,0.04012284806939148,0.0,-0.09814387028243458,0.0,0.0008723116807851005,0.0,-0.32098278455513185,0.0
0.0,0.0,0.00911645365676377,0.0,-0.06272508877203442,0.04457900482666654,0.0,-0.17747836818460047,-0.004859516874607553,-0.004859516874607553,-0.004864700359273801,-0.002789362686024736,0.05556216089886289,0.0,-0.04457900482666654,0.0003887613499686043,0.0,-0.015778851291850728,-0.5724192093980723,0.0
0.0,0.0,0.000945432656702456,0.06975615282168335,-0.08329785423477633,0.034927281537193725,0.000114182688007543,0.0,-0.00114182688007543,-0.00114182688007543,-0.0011430143800307084,0.0,0.08221311869870467,0.0,-0.034927281537193725,9.13461504060344e-05,0.0,-0.012709675002119612,-0.6775910065330311,0.0
0.0,0.0,0.0008542672838080611,0.07106536044384261,-0.08330127423663583,0.035577147516525326,0.00010317237727150496,0.0,-0.0010317237727150495,-0.0010317237727150495,-0.0010327967654386733,0.0,0.08232113665255654,0.0,-0.035577147516525326,8.253790181720397e-05,0.0,-0.011484117314091217,-0.6765375944460577,0.0
0.0,0.0044699022114140525,0.004023261839128224,0.0,-0.05762632604863793,0.050576482887823494,0.00048590118830051007,-0.20146823790266388,-0.0048590118830051,-0.0048590118830051,-0.004864065255363426,0.0,0.053010264759783085,0.0,-0.050576482887823494,0.00038872095064040803,0.0,-0.05408566126972977,-0.5087066690326815,0.0
0.0,0.02040816326530612,0.0,0.08163265306122448,-0.08163265306122448,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.0,0.08163265306122448,0.0,-0.04081632653061224,0.0,0.0,0.0,-0.6530612244897959,0.0
0.0,0.0,0.0053068344761035635,0.0,-0.058048545965601,0.04976376458997006,0.0,-0.19823082568989805,-0.004780931960453661,-0.004780931960453661,-0.0047859041296925324,0.0,0.05191700072631918,0.0,-0.04976376458997006,0.00038247455683629284,0.0,-0.04661408661442319,-0.5256249347402787,0.0
0.0,0.0,0.002121933092207132,0.06910048722569886,-0.083700291775603,0.034598986240809725,0.0,0.0,-0.0011310943988310938,-0.0011310943988310938,-0.0011322707370058783,-0.0006492481849290479,0.08203305863172597,0.0,-0.034598986240809725,9.048755190648751e-05,0.0,-0.0036726635130045616,-0.6860393980086374,0.0
