ATP,CO2,H2,NH3,O2,PHB,ac,bm,glyc,hv
0.0,0.07747319122047319,0.0,-0.0697660155741818,0.0,0.0,0.0,0.005575482743880903,-0.16696154775400976,-0.6802237627074543
0.0,0.4444444444444444,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,-0.2222222222222222,0.0
0.0,0.055029135155239904,0.0,-0.06648660137085777,0.0,0.0,-0.02820353872584616,0.005313402171410349,-0.12150865198986913,-0.7234586705867767
0.0,0.0449438202247191,0.0,0.0,0.0,0.07865168539325842,-0.16853932584269662,0.0,-0.011235955056179775,-0.6966292134831461
0.0,0.26666666666666666,0.4,0.0,-0.06666666666666667,0.0,-0.13333333333333333,0.0,0.0,-0.13333333333333333
0.0,0.31713903295804596,0.0,-0.13738049335330052,-0.1234364043851675,0.0,0.0,0.01097902128612646,-0.41106504801735955,0.0
0.0,0.16326530612244897,0.2857142857142857,0.0,-0.02040816326530612,0.0,-0.08163265306122448,0.0,0.0,-0.4489795918367347
0.0,0.0,-0.45490336258786324,-0.10574221732463655,-0.23655719069753556,0.0,-0.19434664061631834,0.008450588773646324,0.0,0.0
0.0,0.33716475095785436,0.22988505747126436,0.0,-0.011494252873563218,0.0842911877394636,0.0,0.0,-0.33716475095785436,0.0
0.0,0.05662619421672869,-0.02902206362108747,-0.06841617974579267,0.0,0.0,0.0,0.005467608067273443,-0.15405714743951912,-0.6864108069095985
0.0,0.021753117634316112,-0.4285247777968178,-0.12137192076019514,-0.18470104012751826,0.0,-0.11041776461497176,0.009699666008167108,-0.12353171305801369,0.0
0.0,0.2626785511647026,0.0,-0.1142838427495162,-0.27251958373583696,0.0,-0.3413848134672209,0.009133208882723254,0.0,0.0
0.0,0.0,-0.3,0.0,0.0,0.1,0.0,0.0,-0.2,-0.4
0.0,0.0,-0.08333333333333333,0.0,0.0,0.08333333333333333,-0.16666666666666666,0.0,0.0,-0.6666666666666666
0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666
0.0,0.05733286832262149,0.0,-0.06926998854080747,-0.028046419878838873,0.0,-0.0854770880733979,0.005535841807784496,-0.07050263598334082,-0.683835157393209
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,-0.11405536910824757,-0.5890231663507208,-0.0695346168992514,-0.1510578842019588,0.0,0.0,0.005556990082254562,-0.07077197335756676,0.0
0.0,0.0,-0.47074659516134193,-0.11778485774761993,-0.18557539467136397,0.0,-0.09659933443821025,0.009412999100744812,-0.11988081888071912,0.0
0.0,0.04289593834692556,0.041968160085929934,-0.05182718473142062,0.0,0.0,-0.06395319137773692,0.004141867236587595,-0.052749440502767454,-0.7424642177186319
0.0,0.0,-0.0919958098791515,-0.055229264933926145,0.0,0.0,0.0,0.004413750893784552,-0.10150744305525722,-0.7468537312378805
0.0,-0.02600850498463208,-0.08914094041364728,-0.04390382537180068,0.0,0.0,-0.023002755465318093,0.0035086570264365575,-0.044685086336353895,-0.7697502304018113
0.0,0.010106320656370071,-0.0492232493443209,-0.05638840236615284,0.0,0.0,-0.02954386365479885,0.0045063855483219685,-0.0791471515136949,-0.7710846269163405
0.0,-0.08194952301823774,-0.18275026324119545,-0.02229399038018977,-0.011345354037879415,0.0,0.0,0.0017816662974658158,0.0,-0.6998792030250319
0.0,-0.0554365127953961,-0.1394510908318268,-0.033797239968596716,0.0,0.0,0.0,0.0027009701884917036,-0.034398655997234205,-0.7342155302184544
0.0,-0.05164253233260735,-0.5092999171764135,-0.08717551134246548,-0.21051414834234972,0.0,-0.13440109536602438,0.006966795440139487,0.0,0.0
0.0,0.28487723978052204,0.0,-0.1328753953803155,-0.18497427373202205,0.0,-0.1639642522391906,0.010618987883026882,-0.22268985098492294,0.0
0.0,0.25766299089034006,-0.08921406310155888,-0.13738049335330052,-0.1234364043851675,0.0,0.0,0.01097902128612646,-0.3813270269835066,0.0
0.0,0.19635217670189922,0.0,-0.10469085534205318,-0.06007195247789833,0.0,0.0,0.008366567197478868,-0.29059040075856885,-0.3399280475221017
0.0,0.021409051624834998,-0.46851520208133657,-0.11945219811900734,-0.15082816881329958,0.0,0.0,0.009546247751858646,-0.2302491316096628,0.0
0.0,0.4,0.0,0.0,-0.4,0.0,-0.2,0.0,0.0,0.0
0.0,0.0,-0.5057949459783766,-0.11573551664305033,-0.1565067044528222,0.0,0.0,0.009249222140417982,-0.212713610785333,0.0
0.0,0.0,-0.0433208365007595,-0.051232464287127806,0.0,0.0,-0.0420174719094223,0.0040943390303786265,-0.052144137111225446,-0.8071907511610863
0.0,0.023125000455331272,0.0,-0.05469657816726612,0.0,0.0,-0.05642100876640194,0.004371180225946301,-0.055669894297576836,-0.8057163380874776
0.0,0.09523809523809523,0.0,0.0,0.0,0.09523809523809523,-0.14285714285714285,0.0,-0.09523809523809523,-0.5714285714285714
0.0,0.02080821787597799,0.0,-0.04921679105578336,-0.025046297662009043,0.0,-0.10086105457060353,0.003933252701652946,0.0,-0.8001343861339731
0.0,0.34108527131782945,0.46511627906976744,0.0,-0.023255813953488372,0.0,0.0,0.0,-0.17054263565891473,0.0
0.0,0.0,-0.06128585768171562,-0.053676064756163475,0.0,0.0,-0.028122774757564754,0.004289623971562649,-0.07052999734043314,-0.7820956814925605
0.0,0.04395604395604396,0.0,0.0,-0.005494505494505495,0.07692307692307693,-0.17582417582417584,0.0,0.0,-0.6978021978021978
0.0,0.09745633324231763,-0.26843401285626883,-0.11774745071076155,-0.24181262506490947,0.0,-0.2651395684789143,0.009410009646828213,0.0,0.0
0.0,0.2962962962962963,0.2222222222222222,0.0,0.0,0.07407407407407407,0.0,0.0,-0.2962962962962963,-0.1111111111111111
0.6078431372549019,0.1568627450980392,0.0,0.0,-0.1568627450980392,0.0,-0.0784313725490196,0.0,0.0,0.0
0.0,0.10997731784188186,-0.26234988290796024,-0.1328753953803155,-0.18497427373202205,0.0,-0.1639642522391906,0.010618987883026882,-0.13523989001560283,0.0
0.0,0.05595677622692481,0.0,-0.06760738406123368,-0.003371454299864924,0.0,-0.03542188203511931,0.005402971634398914,-0.11681404772624944,-0.7154254840162089
0.0,0.03880233538355865,0.03796309594430047,-0.04688126385463174,-0.02385775391051859,0.0,-0.1055655811920447,0.003746604639545408,0.0,-0.7431833650754005
0.0,0.028517511606177482,0.0,-0.0344550649560443,-0.017534093433170632,0.027900718307196107,-0.13338614014057748,0.0027535415133096994,0.0,-0.7554529300435243
0.0,0.0,-0.039229644570175734,-0.04639410331799593,-0.023609839173535128,0.0,-0.0852690472394526,0.003707672286261958,0.0,-0.8017896934125787
0.0,0.1141009642654566,0.06981606028684872,-0.060836236933797916,0.0,0.0,0.0,0.004861842638359934,-0.1688631391297302,-0.5815217567458068
0.0,0.010413990161813096,-0.08116504193147943,-0.05810505004225654,0.0,0.0,0.0,0.0046435746857073825,-0.11199992570280502,-0.7336724174759386
0.0,0.34234234234234234,0.0,0.0,-0.02702702702702703,0.15315315315315317,0.0,0.0,-0.4774774774774775,0.0
0.625,0.16666666666666666,0.0,0.0,-0.125,0.0,0.0,0.0,-0.08333333333333333,0.0
0.0,0.05555555555555555,0.0,0.0,-0.013888888888888888,0.08333333333333333,-0.19444444444444445,0.0,0.0,-0.6527777777777778
0.0,-0.05639619250887737,-0.5271124226321232,-0.0951999582062572,-0.1669107171025169,0.0,-0.049878600335668676,0.007608084248881731,-0.09689402496567485,0.0
0.0,0.27120225583979785,0.0,-0.1290528314052078,-0.21664040050981961,0.0,-0.24144170759629233,0.01031350047192581,-0.1313493041769566,0.0
