ATPex_fap,ATPex_srb,ATPex_syn,CO2ex_gen,H2Sex_gen,H2ex_gen,H2pool_gen,NH3_syn,O2expool_gen,PHB_fap,SO4ex_gen,ac_pool,bm_fap_srb_syn,glycpool_gen,glyox_syn,hv_gen,polyglcex_gen
0.625,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,-0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17322982512827453,0.0,0.0,0.0,0.08184100665640323,0.0,-0.34881476698343855,-0.00956080099607489,0.0,0.0,-0.08184100665640323,0.0,0.0007640694474606322,-0.02309731001710327,0.0,-0.27900946716004044,0.001841746954801217
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04559980802382429,0.011661503956309832,0.0,0.0,0.0,0.003644194679439326,-0.13644213102867983,0.05263294179093421,-0.7500194205208125,0.0
0.0,0.0,0.0,0.0,0.03497393388389241,0.0,-0.4906715330492145,-0.08788168350513502,-0.18295542964284364,0.0,-0.03497393388389241,-0.1615202555143527,0.0070232305206693055,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,-0.013888888888888888,0.08333333333333333,0.0,-0.19444444444444445,0.0,0.0,0.0,-0.6527777777777778,0.0
0.2643171806167401,0.004405286343612335,0.0,0.0,0.00881057268722467,0.0,0.0,0.0,0.0,0.0,-0.00881057268722467,0.0,0.0,-0.03524229074889868,0.03524229074889868,-0.6431718061674009,0.0
0.0,0.0,0.0,0.0,0.02899681698743215,0.0,-0.18345999498736795,-0.017935161588396323,0.0,0.07056153653360306,-0.02899681698743215,-0.17408661867656747,0.0014333222719089206,0.0,0.0,-0.494529731967292,0.0
0.0,0.0,0.0,0.3723948158427217,0.06094868489872646,0.0,0.0,-0.007120125608127607,-0.012988477408490505,0.09524883432893037,-0.06094868489872646,-0.008786021428905591,0.0005690182696497728,-0.3809953373157215,0.0,0.0,0.0
0.179034564900103,0.0,0.0,0.0,0.0,0.0,-0.0954129873426372,-0.036648263944821124,0.0,0.0,0.0,0.034367693216375984,0.0029288151478319446,-0.10172458398621505,0.0,-0.5498830914620157,0.0
0.0,0.0,0.0,0.0,0.014383547468779961,0.0,0.0,-0.0244603525200662,0.08285627852504747,0.022478190172479918,-0.014383547468779961,0.0,0.0019547952145821303,-0.08991276068991967,0.0,-0.7495705279403447,0.0
0.0,0.0,0.0,-0.058394160583941604,0.0,0.0,-0.2773722627737226,0.0,0.0,0.072992700729927,0.0,0.0,0.0,-0.145985401459854,0.029197080291970802,-0.41605839416058393,0.0
0.2646997265336618,0.0,0.0,0.0,0.0,0.0,0.0,-0.025316033526379726,0.0,0.0,0.0,-0.04216911106771618,0.0020231785763909316,-0.004359949832122457,0.0,-0.661432000463729,0.0
0.0,0.0449438202247191,0.0,0.3295880149812734,0.06179775280898876,0.0,0.0,0.0,0.0,0.08239700374531835,-0.06179775280898876,0.0,0.0,-0.3295880149812734,0.0,-0.0898876404494382,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.12253233492171545,0.0,0.08373042886317222,0.0,0.0,0.0,0.0,-0.044928522804629,0.0,-0.7338325391422736,0.014976174268209666
0.0,0.0,0.0,0.0,0.05194805194805195,0.0,0.0,0.0,0.05194805194805195,0.0,-0.05194805194805195,-0.05194805194805195,0.0,0.0,0.05194805194805195,-0.7402597402597403,0.0
0.0,0.024390243902439025,0.0,0.0,0.04878048780487805,0.0,0.0,0.0,0.0975609756097561,0.0,-0.04878048780487805,0.0,0.0,0.0,0.0,-0.7804878048780488,0.0
0.0,0.002046534327528348,0.0,0.0,0.0027287124367044637,0.0,0.0,-0.06337703706818182,0.0,0.0,-0.0027287124367044637,-0.11648246611476429,0.005064895474161417,0.0,0.0,-0.8075716421419552,0.0
0.0,0.0,0.0,0.0,0.03156190661335287,0.0,0.0,-0.003687113838345699,0.08746832963706586,0.0,-0.03156190661335287,0.042547379042038896,0.0002946626579034363,-0.04932403084850213,0.0,-0.7535546707494383,0.0
0.0,0.0,0.0,0.30104329093337556,0.0,0.0,0.21268120912736832,-0.002962342876332424,0.0,0.07798311001336838,0.0,0.0,0.00023674121923858578,-0.31193244005347354,0.0,-0.09316086577684322,0.0
0.12219959266802444,0.0,0.0,0.0,0.03054989816700611,0.0,0.0,0.0,0.06109979633401222,0.0,-0.03054989816700611,-0.04276985743380855,0.0,0.0,0.0,-0.6985743380855397,0.014256619144602852
0.0,0.0,0.0,0.0,0.0,0.0,-0.02947086538448041,-0.06853754311217608,0.042346322725608676,0.0,0.0,0.0,0.005477307049642458,-0.12596710752767726,0.0,-0.7282008542004151,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.14469078179696615,0.0,0.021003500583430573,0.0,0.0,-0.051341890315052506,0.0,0.0,0.051341890315052506,-0.7316219369894983,0.0
0.0,0.0,0.0,0.3120567375886525,0.0,0.0,0.4397163120567376,0.0,-0.09219858156028368,0.0,0.0,-0.15602836879432624,0.0,0.0,0.0,0.0,0.0
