ATP,CO2,H2,H2S,NH3,SO4,ac,bm
0.0,0.0,-0.6666666666666666,0.16666666666666666,0.0,-0.16666666666666666,0.0,0.0
0.1111111111111111,0.0,-0.5925925925925926,0.14814814814814814,0.0,-0.14814814814814814,0.0,0.0
0.0,0.3589743589743589,0.20512820512820512,0.1282051282051282,0.0,-0.1282051282051282,-0.17948717948717946,0.0
0.0,0.0,-0.6304617031427688,0.1583938057728625,-0.018078642746100517,-0.1583938057728625,-0.03322725372611042,0.0014447888392951744
0.0,0.38243078972336636,0.0,0.19184493661225427,-0.014621727934841604,-0.19184493661225427,-0.21808908614638609,0.0011685229708975947
0.0,-0.021144874848678722,-0.6386583188929157,0.1498458341649397,-0.017505236788650107,-0.1498458341649397,-0.021600937119365202,0.0013989640205106775
0.0,-0.058074437702173444,-0.6543853801302496,0.13523935062081924,-0.015798883358711546,-0.13523935062081924,0.0,0.0012625975672270076
0.0,0.4,0.0,0.2,0.0,-0.2,-0.2,0.0
0.09090909090909091,0.36363636363636365,0.0,0.18181818181818182,0.0,-0.18181818181818182,-0.18181818181818182,0.0
