ATP,CO2,H2,H2S,NH3,O2,PHB,SO4,bm,hv,polyglc
0.08429133437155623,0.06303393327177267,0.0,0.009238679069079766,-0.09823276407709541,0.0,0.0,-0.009238679069079766,0.007850456651250332,-0.7281141534901658,0.0
0.0,0.3811962567278815,0.1293267343200908,0.12346947919536098,-0.05877360140512233,0.0,0.0,-0.12346947919536098,0.004697003229051573,-0.1790674459271318,0.0
0.23376623376623376,0.12987012987012986,0.2077922077922078,0.0,0.0,0.0,0.0,0.0,0.0,-0.4155844155844156,0.012987012987012988
0.14929577464788732,0.0,0.0,0.03380281690140845,0.0,0.08450704225352113,0.0,-0.03380281690140845,0.0,-0.676056338028169,0.022535211267605635
0.14084507042253522,-0.08450704225352113,0.0,0.0,0.0,0.08450704225352113,0.0,0.0,0.0,-0.676056338028169,0.014084507042253521
0.0,0.5126473397894498,0.0,0.20750984872321057,-0.05489562207639457,0.0,0.013050253492306256,-0.20750984872321057,0.00438708719542832,0.0,0.0
0.0,0.0,0.0,0.03974211748719634,-0.04620395021065574,0.09673548210810831,0.0,-0.03974211748719634,0.003692475841976804,-0.7738838568648665,0.0
0.0,0.09195402298850575,0.0,0.0,0.0,0.0,0.08045977011494253,0.0,0.0,-0.8275862068965517,0.0
0.20175438596491227,-0.07017543859649122,0.0,0.0,0.0,0.07894736842105263,0.017543859649122806,0.0,0.0,-0.631578947368421,0.0
0.2523364485981308,0.0,0.0,0.037383177570093455,0.0,0.07476635514018691,0.0,-0.037383177570093455,0.0,-0.5981308411214953,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
0.11499141136137135,0.04302142416146882,0.0,0.0,-0.09067042103987676,0.0,0.003789977492815293,0.0,0.00724609774153894,-0.7402806682029288,0.0
0.0,0.42883852311551646,0.0,0.17327749413141036,-0.07681010630216702,0.0,0.0,-0.17327749413141036,0.006138424542649006,-0.14165795777684678,0.0
0.0991441151224854,-0.08861846018941444,0.0,0.0,-0.025756824127802263,0.08715802170794112,0.0,0.0,0.0020584051888278,-0.697264173663529,0.0
0.0,0.4590049241341083,0.2453570225299662,0.13506623342591448,-0.023618101359838658,0.0,0.0,-0.13506623342591448,0.0018874851242578644,0.0,0.0
0.0,0.5198590405622239,0.0,0.20843436603197454,-0.021637605130566166,0.0,0.0,-0.20843436603197454,0.0017292100320120008,0.0,0.03990541221124894
0.0,0.0,0.0,0.039735099337748346,0.0,0.09933774834437085,0.0,-0.039735099337748346,0.0,-0.7947019867549668,0.026490066225165563
0.0,0.5127860367355785,0.0,0.21416436849539142,-0.05452755393784066,0.0,0.0,-0.21416436849539142,0.004357672335798023,0.0,0.0
0.05,0.5,0.0,0.2,0.0,0.0,0.0,-0.2,0.0,0.0,0.05
0.19821826280623608,0.42761692650334077,0.0,0.16926503340757237,0.0,0.0,0.035634743875278395,-0.16926503340757237,0.0,0.0,0.0
0.0,0.5263157894736842,0.0,0.21052631578947367,0.0,0.0,0.0,-0.21052631578947367,0.0,0.0,0.05263157894736842
0.0,0.5187741321285916,0.0,0.20899766529571373,-0.026321034372687797,0.0,0.0,-0.20899766529571373,0.0021034951148955327,0.0,0.034806007792397654
0.0,0.5157446060685942,0.01540199115094524,0.2037333890849538,-0.022748479139728255,0.0,0.0,-0.2037333890849538,0.0018179876240492492,0.0,0.03682015784677546
0.0,0.0,0.18181818181818182,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,-0.7272727272727273,0.0
0.19463087248322147,0.42953020134228187,0.0,0.18791946308724833,0.0,0.0,0.0,-0.18791946308724833,0.0,0.0,0.0
0.22580645161290322,0.0,0.0,0.025806451612903226,0.0,0.07741935483870968,0.025806451612903226,-0.025806451612903226,0.0,-0.6193548387096774,0.0
0.0,0.5333333333333333,0.0,0.23333333333333334,0.0,0.0,0.0,-0.23333333333333334,0.0,0.0,0.0
0.1563039033861509,0.0,0.0,0.0,-0.05937765686107805,0.03169528991668084,0.009525353622030741,0.0,0.0047452774603275035,-0.738352518753732,0.0
0.1504424778761062,0.4247787610619469,0.10619469026548672,0.1415929203539823,0.0,0.0,0.035398230088495575,-0.1415929203539823,0.0,0.0,0.0
0.0,0.3863928237463448,0.0,0.16959614264551615,-0.05957481850321202,0.023342115383835443,0.0,-0.16959614264551615,0.004761034004891874,-0.18673692307068354,0.0
0.17813765182186234,-0.08906882591093117,0.0,0.0,0.0,0.08097165991902834,0.0,0.0,0.0,-0.6477732793522267,0.004048582995951417
0.0,-0.09836065573770492,0.0,0.0,0.0,0.09836065573770492,0.0,0.0,0.0,-0.7868852459016393,0.01639344262295082
0.0,0.04617473410859513,0.0,0.0,-0.1082109143649924,0.0,0.0,0.0,0.008647879354670535,-0.8369664721717419,0.0
0.0,0.4947565424097402,0.08142676013582381,0.17922366576340448,-0.04475029089024933,0.0,0.017042771122229444,-0.17922366576340448,0.0035763039151481928,0.0,0.0
0.1839080459770115,-0.09195402298850575,0.0,0.0,0.0,0.08045977011494253,0.0,0.0,0.0,-0.6436781609195402,0.0
