ATPex_fap,ATPex_srb,ATPex_syn,CO2ex_gen,H2Sex_gen,H2ex_gen,H2pool_gen,NH3_syn,O2expool_gen,PHB_fap,SO4ex_gen,ac_pool,bm_fap_srb_syn,glycpool_gen,glyox_syn,hv_gen,polyglcex_gen,dG
2784947.0,0.0,0.0,-17240.0,0.0,0.0,0.0,-200208.0,0.0,0.0,0.0,-359348.0,16000.0,0.0,0.0,-6296216.0,0.0,-1094.3398699463746
24661453.0,0.0,0.0,0.0,1285344.0,0.0,0.0,-150156.0,0.0,0.0,-1285344.0,-185288.0,12000.0,-5296892.0,5206204.0,-74188407.0,0.0,-624.3548173527325
0.0,0.0,0.0,0.0,25200569365.0,0.0,-192725430390.0,-163806644421.0,0.0,0.0,-25200569365.0,-180930830101.0,13090917000.0,-120134079065.0,0.0,-1439484975432.0,0.0,-1028.7757468400453
0.0,0.0,0.0,0.0,0.0,0.0,-8640006.0,-2252340.0,-4513953.0,0.0,0.0,-4341480.0,180000.0,0.0,0.0,-3296720.0,67280.0,-1346.0760920036007
0.0,3.0,0.0,0.0,4.0,0.0,-16.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,-210.76336894104512
126099030.0,0.0,0.0,0.0,3940255.0,0.0,0.0,-300312.0,0.0,0.0,-3940255.0,0.0,24000.0,-16813204.0,16261252.0,-303391273.0,0.0,-753.2258798243793
0.0,0.0,0.0,-45996.0,107112.0,0.0,-518285.0,-12513.0,0.0,0.0,-107112.0,0.0,1000.0,0.0,0.0,0.0,0.0,-115.29643285020285
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-277224263700.0,0.0,0.0,0.0,-381794434056.0,22154900000.0,-207704102788.0,79980146644.0,-3440215899325.0,0.0,-860.8898229227681
0.0,0.0,0.0,0.0,57840480.0,0.0,0.0,-6757020.0,160294821.0,0.0,-57840480.0,-8337960.0,540000.0,-90391422.0,0.0,-1409737546.0,28770154.0,-35.499287123341716
0.0,0.0,0.0,0.0,168049623480.0,0.0,-813145110775.0,-21358477239.0,0.0,35123212542.0,-168049623480.0,0.0,1706903000.0,-109501780278.0,0.0,-54300140838.0,0.0,-113.73162775469133
0.0,0.0,0.0,0.0,60.0,96.0,0.0,0.0,0.0,248.0,-60.0,-788.0,0.0,0.0,292.0,-4161.0,0.0,12.517048876833263
1389660.0,0.0,0.0,-43388.0,964008.0,0.0,-4108701.0,-112617.0,0.0,0.0,-964008.0,0.0,9000.0,-185288.0,0.0,-2223456.0,0.0,-476.3457330284869
19494629.0,0.0,0.0,0.0,43100.0,68960.0,0.0,-1401456.0,0.0,0.0,-43100.0,-2575776.0,112000.0,0.0,0.0,-44073512.0,0.0,-1092.6701091124391
0.0,0.0,0.0,-8586308.0,0.0,0.0,-13158702.0,-2252340.0,0.0,0.0,0.0,-3472500.0,180000.0,3626014.0,0.0,-74333287.0,0.0,-285.4393205005817
0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,8.0,2.0,0.0,0.0,0.0,-4.0,0.0,-85.0,0.0,12.863553839355273
0.0,0.0,0.0,0.0,15.0,24.0,0.0,0.0,42.0,0.0,-15.0,-21.0,0.0,0.0,0.0,-343.0,7.0,9.629088788284086
0.0,0.0,0.0,0.0,0.0,0.0,-21.0,0.0,0.0,15.0,0.0,-30.0,0.0,-6.0,0.0,-98.0,2.0,9.420873243379678
0.0,0.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,8.0,-5.0,-23.0,0.0,0.0,0.0,-64.0,0.0,22.737225585284296
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,4.0,0.0,-8.0,0.0,-64.0,0.0,-411.6243290799792
0.0,0.0,0.0,-2.0,0.0,0.0,-19.0,0.0,0.0,5.0,0.0,1.0,0.0,-10.0,0.0,-16.0,0.0,52.94373056740436
0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,-66.0,0.0,-1078.0,22.0,-6.1157207621428284
8.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,-16.0,0.0,-733.268465812747
0.0,0.0,0.0,0.0,3705860.0,0.0,0.0,-3003120.0,2250396.0,0.0,-3705860.0,-8893964.0,240000.0,-3056560.0,6431004.0,-91641807.0,0.0,-314.9374915516762
0.0,0.0,0.0,0.0,42307895.0,0.0,0.0,-3303432.0,91920670.0,3035736.0,-42307895.0,0.0,264000.0,-12142944.0,0.0,-738677072.0,0.0,-10.02957269276109
0.0,0.0,0.0,390864664.0,11820765.0,537513240.0,0.0,-900936.0,0.0,0.0,-11820765.0,0.0,72000.0,-197088188.0,0.0,-215005296.0,0.0,-29.655858755306834
0.0,2462286.0,0.0,0.0,4924572.0,0.0,-6846344.0,-3003120.0,0.0,0.0,-4924572.0,-11686892.0,240000.0,0.0,6167372.0,-87885051.0,0.0,-353.90034405057986
172485.0,0.0,0.0,0.0,0.0,0.0,0.0,-25026.0,55340.0,22998.0,0.0,0.0,2000.0,-91992.0,0.0,-787027.0,0.0,-699.2096761463418
0.0,4349817.0,0.0,123819328.0,21223884.0,0.0,0.0,-1801872.0,0.0,32610688.0,-21223884.0,0.0,144000.0,-130442752.0,0.0,-35575296.0,0.0,-46.94632850077986
0.0,0.0,0.0,-12.0,0.0,0.0,-39.0,0.0,0.0,15.0,0.0,-30.0,0.0,0.0,0.0,-98.0,2.0,13.971778877200169
0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,-73.0,62.0,0.0,-176.0,0.0,0.0,0.0,0.0,0.0,-20.802792496846678
0.0,0.0,0.0,0.0,19280160.0,0.0,0.0,-2252340.0,113692555.0,30130474.0,-19280160.0,56121308.0,180000.0,-120521896.0,0.0,-942410048.0,0.0,9.051096201763402
0.0,0.0,0.0,0.0,10.0,0.0,-75.0,0.0,0.0,35.0,-10.0,-70.0,0.0,0.0,0.0,-224.0,0.0,32.76839787475638
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2252340.0,-721012.0,0.0,0.0,-2779320.0,180000.0,-3774764.0,2414444.0,-34405827.0,0.0,-659.5638332390785
0.0,0.0,0.0,86912.0,49655.0,0.0,0.0,-37539.0,0.0,0.0,-49655.0,-89185.0,3000.0,-64861.0,41596.0,-592743.0,0.0,-483.73710439087523
45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-6.0,0.0,-98.0,2.0,-829.611166284236
0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1207222.0,0.0,0.0,0.0,-563085.0,-783864.0,0.0,0.0,-694830.0,45000.0,-943691.0,0.0,0.0,0.0,-1855.6703549093472
0.0,0.0,0.0,51981668.0,19280160.0,0.0,0.0,-2252340.0,1449939.0,0.0,-19280160.0,0.0,180000.0,-30130474.0,0.0,-44469120.0,0.0,-130.02240470577215
0.0,0.0,0.0,-6.0,0.0,0.0,-57.0,0.0,0.0,15.0,0.0,0.0,0.0,-30.0,0.0,-49.0,1.0,46.08005056536561
0.0,0.0,0.0,0.0,0.0,0.0,-2208531.0,-563085.0,-610068.0,0.0,0.0,0.0,45000.0,-1085370.0,0.0,-824180.0,16820.0,-1429.4687742110832
0.0,0.0,0.0,550158.0,0.0,0.0,-365664.0,-563085.0,0.0,0.0,0.0,0.0,45000.0,-1562955.0,0.0,-4131778.0,84322.0,-1056.9461785717313
0.0,0.0,0.0,732296222550.0,384409378705.0,0.0,0.0,-424135943112.0,0.0,0.0,-384409378705.0,-1145679672027.0,33895624000.0,0.0,0.0,-4853888283044.0,0.0,-716.6906702483051
0.0,0.0,0.0,0.0,7880510.0,0.0,-51055225.0,-600624.0,0.0,19636625.0,-7880510.0,-40377154.0,48000.0,0.0,0.0,-125674400.0,0.0,4.243545440543981
0.0,0.0,0.0,0.0,23641530.0,0.0,-153165675.0,-1801872.0,0.0,58909875.0,-23641530.0,-144695412.0,144000.0,0.0,0.0,-384877850.0,7854650.0,-7.150229764847612
0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,-56.0,0.0,0.0,4.0,-245.0,0.0,9.560830178002496
0.0,0.0,0.0,0.0,1.1284415003699064e+16,0.0,-4.809533448904298e+16,-2752207189720155.0,0.0,0.0,-1.1284415003699064e+16,-1626698134666978.0,219947829435000.0,-3431662046679152.0,0.0,-9027585572486208.0,0.0,-338.4219938933547
0.0,0.0,0.0,7395970.0,2570688.0,0.0,0.0,-300312.0,0.0,0.0,-2570688.0,0.0,24000.0,-4560908.0,0.0,-5079193.0,103657.0,-135.18052112443735
0.0,0.0,0.0,0.0,304720.0,0.0,0.0,-750780.0,456092.0,0.0,-304720.0,-426608.0,60000.0,-2083940.0,1130668.0,-16112019.0,0.0,-457.01259242192066
0.0,0.0,0.0,-50398.0,0.0,0.0,-132538.0,-37539.0,0.0,0.0,0.0,-34151.0,3000.0,-38207.0,0.0,-466529.0,9521.0,-666.1730455018164
0.0,0.0,0.0,0.0,723482041315.0,0.0,-1455411662450.0,-792280453131.0,0.0,0.0,-723482041315.0,-1732061231051.0,63316587000.0,-750256531375.0,1026162894600.0,-14622821248050.0,0.0,-474.2963093537497
85020.0,0.0,0.0,0.0,321336.0,0.0,-1369567.0,-37539.0,-17004.0,11336.0,-321336.0,-46322.0,3000.0,-45344.0,0.0,0.0,0.0,-233.81988760489116
210.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,-28.0,28.0,-511.0,0.0,-735.5586278540145
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-325338.0,328454.0,712938.0,0.0,-2023824.0,26000.0,0.0,0.0,-10231351.0,0.0,-316.807418906031
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,-2.0,-2.0,0.0,2.0,0.0,-41.0,0.0,23.717585823504887
0.0,0.0,0.0,16111420262.0,0.0,0.0,-10950052256.0,-21082440459.0,0.0,0.0,0.0,0.0,1684843000.0,-46803729445.0,0.0,-132727381388.0,0.0,-1248.614932031824
170.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,-20.0,20.0,-397.0,0.0,-766.5214637896906
0.0,0.0,0.0,170.0,0.0,0.0,120.0,0.0,0.0,44.0,0.0,0.0,0.0,-176.0,0.0,-49.0,1.0,9.329949350273395
0.0,0.0,0.0,-98886.0,0.0,0.0,-1368732.0,-563085.0,0.0,0.0,0.0,0.0,45000.0,-1267935.0,0.0,-4613644.0,94156.0,-952.0309768346325
0.0,0.0,0.0,0.0,3856032.0,0.0,0.0,-450468.0,11093955.0,0.0,-3856032.0,0.0,36000.0,-6841362.0,0.0,-98219422.0,2004478.0,-33.76185142002952
0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,-16.0,0.0,20.7809435782229
0.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,14.0,0.0,-5.0,0.0,0.0,0.0,0.0,-112.0,0.0,28.83939967674852
0.0,0.0,0.0,170.0,0.0,120.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,-176.0,0.0,-49.0,1.0,9.329949350273395
0.0,0.0,0.0,3662372.0,964008.0,1449939.0,0.0,-112617.0,0.0,0.0,-964008.0,0.0,9000.0,-2038168.0,0.0,-2223456.0,0.0,-105.19103504775308
680160.0,0.0,0.0,0.0,321336.0,0.0,-1369567.0,-37539.0,0.0,0.0,-321336.0,-46322.0,3000.0,-90688.0,0.0,-1110928.0,22672.0,-554.9409804351706
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84126675846.0,19995036661.0,0.0,0.0,-100140375384.0,6723142000.0,-54478444332.0,0.0,-962342773439.0,0.0,-936.995376007883
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,-18.0,0.0,-3.0,0.0,-121.0,1.0,8.995993135119232
0.0,0.0,0.0,7738708.0,964008.0,0.0,1449939.0,-112617.0,0.0,2038168.0,-964008.0,0.0,9000.0,-8152672.0,0.0,-2223456.0,0.0,-24.244294561184525
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-6.0,0.0,-1.0,0.0,-24.0,0.0,11.570117044540023
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-87.27996302853643
0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,4.0,0.0,-82.0,0.0,-2.792058237407979
0.0,0.0,0.0,0.0,14615120.0,23384192.0,0.0,-32583852.0,0.0,0.0,-14615120.0,-81421480.0,2604000.0,-33163676.0,54698364.0,-779451687.0,0.0,-422.42811819786556
0.0,0.0,0.0,0.0,0.0,0.0,-15.0,0.0,0.0,5.0,0.0,0.0,0.0,-10.0,0.0,-16.0,0.0,53.75790013937117
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2327418.0,-2875171.0,0.0,0.0,-6952384.0,186000.0,0.0,2674756.0,-38115273.0,0.0,-609.9186770452227
0.0,0.0,0.0,0.0,148965.0,0.0,0.0,-112617.0,385524.0,0.0,-148965.0,-267555.0,9000.0,-194583.0,0.0,-4167548.0,85052.0,-271.42675079362124
0.0,0.0,0.0,21286672.0,3534696.0,0.0,0.0,-412929.0,0.0,5701135.0,-3534696.0,0.0,33000.0,-22804540.0,0.0,-6219420.0,0.0,-36.49785609622899
0.0,0.0,0.0,0.0,0.0,3075586.0,0.0,-1501560.0,0.0,0.0,0.0,-5576746.0,120000.0,2816986.0,0.0,-57748213.0,0.0,-297.9832446293189
20.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,-5.0,-7.0,0.0,0.0,4.0,-57.0,0.0,-519.8963702309449
0.0,0.0,0.0,106863214.0,38560320.0,0.0,0.0,-4504680.0,0.0,0.0,-38560320.0,-5558640.0,360000.0,-60260948.0,0.0,-67108783.0,1369567.0,-142.79680397994932
0.0,0.0,0.0,0.0,8477797494430.0,0.0,-20165863462350.0,-9491818285332.0,0.0,0.0,-8477797494430.0,-29555920978822.0,758556564000.0,12110637119950.0,0.0,-248268060958975.0,0.0,-375.86960416479866
0.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0,21.0,0.0,-10.0,-14.0,0.0,14.0,0.0,-287.0,0.0,15.830852702391832
0.0,0.0,0.0,0.0,0.0,0.0,-1482344.0,-750780.0,-734452.0,0.0,0.0,-926440.0,60000.0,-764140.0,310700.0,-4427475.0,0.0,-1088.607172997652
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,-4.0,0.0,0.0,4.0,-57.0,0.0,-6.881724201707394
449185.0,0.0,0.0,-91992.0,0.0,0.0,-179674.0,-25026.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,-787027.0,0.0,-1037.5351293219348
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,42.0,0.0,-45.0,0.0,-78.0,0.0,-637.0,13.0,9.374060590663632
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-187695.0,0.0,1537793.0,0.0,-4926024.0,15000.0,1505468.0,0.0,-30862094.0,0.0,-64.01837077669754
0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,2.0,0.0,-41.0,0.0,-6.247144821973221
0.0,0.0,0.0,0.0,17115860.0,0.0,0.0,-12012480.0,4263916.0,0.0,-17115860.0,-51011484.0,960000.0,0.0,28933404.0,-412301007.0,0.0,-286.07204727460515
0.0,0.0,0.0,2627632.0,0.0,0.0,0.0,-1826898.0,0.0,5569894.0,0.0,-15811312.0,146000.0,0.0,0.0,-57452971.0,0.0,-293.6150348034876
0.0,0.0,0.0,-19235308.0,0.0,0.0,-32604702.0,-2252340.0,0.0,0.0,0.0,0.0,180000.0,5478014.0,0.0,-112299287.0,0.0,-166.48108396299705
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-20.0,12.0,-171.0,0.0,14.178462145216477
0.0,0.0,0.0,0.0,74864845.0,0.0,0.0,-5705928.0,168556670.0,9383184.0,-74864845.0,0.0,456000.0,-29253456.0,0.0,-1361700208.0,0.0,-7.189849916180626
0.0,0.0,0.0,0.0,0.0,0.0,-1368732.0,-563085.0,-98886.0,0.0,0.0,0.0,45000.0,-1267935.0,0.0,-3806075.0,77675.0,-1060.9710901783815
0.0,0.0,0.0,0.0,2356464.0,0.0,-10712330.0,-275286.0,-34497.0,252978.0,-2356464.0,0.0,22000.0,-1011912.0,0.0,0.0,0.0,-116.31574643492212
517455.0,0.0,0.0,0.0,321336.0,0.0,-1369567.0,-37539.0,-10847.0,0.0,-321336.0,0.0,3000.0,-68994.0,0.0,-741152.0,0.0,-513.7471086962205
0.0,0.0,0.0,0.0,3856032.0,0.0,0.0,-450468.0,24776679.0,6841362.0,-3856032.0,0.0,36000.0,-27365448.0,0.0,-209961668.0,4284932.0,-6.273758167500944
0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,4.0,-57.0,0.0,-3.675999547330955
0.0,0.0,0.0,0.0,0.0,0.0,-1824976.0,-750780.0,-442548.0,0.0,0.0,0.0,60000.0,-1690580.0,310700.0,-4427475.0,0.0,-1066.9074584957812
0.0,103491.0,0.0,0.0,137988.0,0.0,0.0,-100104.0,359348.0,0.0,-137988.0,0.0,8000.0,-183984.0,0.0,-3424084.0,0.0,-343.53304744730326
517455.0,0.0,0.0,0.0,642672.0,0.0,-2739134.0,-75078.0,81797.0,68994.0,-642672.0,0.0,6000.0,-275976.0,0.0,-1482304.0,0.0,-304.67082339723294
0.0,0.0,0.0,0.0,0.0,0.0,-164227.0,-50052.0,0.0,172847.0,0.0,-437686.0,4000.0,0.0,0.0,-1574054.0,0.0,-272.6364070664486
0.0,0.0,0.0,-40261611398.0,0.0,0.0,-93362922576.0,-25097486769.0,0.0,0.0,0.0,-8834570580.0,2005713000.0,-17162011295.0,0.0,-258994058133.0,0.0,-755.366792414796
2792705.0,0.0,0.0,0.0,8620.0,0.0,0.0,-200208.0,0.0,0.0,-8620.0,-367968.0,16000.0,0.0,0.0,-6296216.0,0.0,-1094.427310579124
260.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,-20.0,-28.0,0.0,-24.0,52.0,-741.0,0.0,-626.4234760066327
0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.0,0.0,3.601587260976403
0.0,0.0,0.0,155350.0,0.0,0.0,-456244.0,-187695.0,-188312.0,0.0,0.0,0.0,15000.0,-422645.0,0.0,0.0,0.0,-1796.5071400017796
689940.0,0.0,0.0,0.0,535560.0,0.0,-2591425.0,-62565.0,0.0,91992.0,-535560.0,0.0,5000.0,-367968.0,0.0,-1126902.0,22998.0,-396.08634762122165
0.0,0.0,0.0,-2759760.0,0.0,0.0,-10868234.0,-750780.0,-2739007.0,0.0,0.0,0.0,60000.0,0.0,0.0,0.0,0.0,-583.855114262017
0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,41.0,22.0,0.0,0.0,0.0,-88.0,44.0,-627.0,0.0,18.712983988650098
2069820.0,0.0,0.0,0.0,3940255.0,0.0,0.0,-300312.0,8544590.0,275976.0,-3940255.0,0.0,24000.0,-1103904.0,0.0,-71668432.0,0.0,-71.80739348156821
0.0,0.0,0.0,0.0,74911937600.0,119859100160.0,0.0,-2435865067776.0,0.0,0.0,-74911937600.0,-4476945962496.0,194666752000.0,0.0,0.0,-30575596779203.0,0.0,-883.2298593411348
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,45.0,0.0,-90.0,0.0,-39.0,0.0,-637.0,13.0,2.4832054250678794
0.0,279.0,0.0,744.0,372.0,0.0,0.0,0.0,0.0,0.0,-372.0,-528.0,0.0,0.0,0.0,-2548.0,52.0,-145.5169137853411
0.0,0.0,0.0,0.0,204307571040.0,0.0,-926605034920.0,-24730868382.0,0.0,22726784586.0,-204307571040.0,0.0,1976414000.0,-90907138344.0,0.0,-27150070419.0,0.0,-121.63332561330346
0.0,0.0,0.0,152.0,60.0,0.0,0.0,0.0,0.0,0.0,-60.0,0.0,0.0,-88.0,12.0,-171.0,0.0,51.4846855795619
1389660.0,0.0,0.0,0.0,964008.0,0.0,-4108701.0,-112617.0,0.0,21694.0,-964008.0,0.0,9000.0,-250370.0,0.0,-2223456.0,0.0,-473.6221494912557
60.0,3.0,0.0,0.0,6.0,0.0,-24.0,0.0,0.0,0.0,-6.0,-6.0,0.0,0.0,0.0,-98.0,2.0,-855.0637034314094
0.0,0.0,0.0,0.0,2249352.0,0.0,-9586969.0,-262773.0,0.0,317408.0,-2249352.0,-664334.0,21000.0,-589472.0,136032.0,-1938456.0,0.0,-107.54032683168722
0.0,0.0,0.0,0.0,0.0,0.0,-228436.0,-300312.0,0.0,0.0,0.0,0.0,24000.0,-823748.0,271796.0,-3873093.0,0.0,-731.0416741729813
420.0,0.0,0.0,0.0,20.0,0.0,32.0,0.0,0.0,0.0,-20.0,-28.0,0.0,-56.0,84.0,-1197.0,0.0,-627.1170403717848
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,-5.0,0.0,-1.0,0.0,-40.0,0.0,16.724000563649444
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-4.0,0.0,-48.0,0.0,4.4574964842827365
0.0,0.0,0.0,-4.0,0.0,0.0,-1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,-40.0,0.0,21.475130098696763
0.0,0.0,0.0,0.0,0.0,137988.0,0.0,-25026.0,66839.0,0.0,0.0,-45996.0,2000.0,0.0,0.0,-833023.0,0.0,-307.3903742920683
0.0,0.0,0.0,0.0,0.0,0.0,-5106940686.0,-3756815529.0,0.0,0.0,0.0,-1150815733.0,300233000.0,-5753942801.0,0.0,-26876972050.0,0.0,-1186.002360249475
0.0,4.0,0.0,0.0,8.0,0.0,-39.0,0.0,0.0,15.0,-8.0,-38.0,0.0,8.0,0.0,-164.0,0.0,-13.796392132708084
0.0,0.0,0.0,-160.0,65.0,0.0,0.0,0.0,310.0,40.0,-65.0,0.0,0.0,0.0,0.0,-2736.0,0.0,28.224433758461362
0.0,0.0,0.0,0.0,127559787912.0,0.0,-543672903289.0,-27668007333.0,0.0,0.0,-127559787912.0,-18388305374.0,2211141000.0,-38198760496.0,0.0,-93675670816.0,1911748384.0,-296.06267061473727
0.0,27.0,0.0,72.0,36.0,0.0,0.0,0.0,0.0,0.0,-36.0,-48.0,0.0,0.0,0.0,-244.0,4.0,-145.09352168745386
0.0,0.0,0.0,0.0,0.0,14982387520.0,0.0,-86995180992.0,0.0,0.0,0.0,-159890927232.0,6952384000.0,0.0,0.0,-1108522020311.0,0.0,-870.527090645627
19494629.0,0.0,0.0,0.0,43100.0,0.0,68960.0,-1401456.0,0.0,0.0,-43100.0,-2575776.0,112000.0,0.0,0.0,-44073512.0,0.0,-1092.6701091124391
0.0,0.0,0.0,418.0,195.0,0.0,0.0,0.0,0.0,120.0,-195.0,-513.0,0.0,64.0,0.0,-1312.0,0.0,27.996419691403666
0.0,0.0,0.0,88.0,0.0,60.0,0.0,0.0,-3.0,22.0,0.0,0.0,0.0,-88.0,0.0,0.0,0.0,9.680033259798023
0.0,0.0,0.0,0.0,57840480.0,0.0,0.0,-6757020.0,341077665.0,90391422.0,-57840480.0,0.0,540000.0,-361565688.0,0.0,-2883351452.0,56121308.0,-7.373477645612859
0.0,0.0,0.0,0.0,0.0,601245.0,0.0,-3491127.0,0.0,0.0,0.0,-10641921.0,279000.0,0.0,0.0,-69016157.0,1408493.0,-581.9266334857189
0.0,93.0,0.0,352.0,124.0,0.0,0.0,0.0,-104.0,0.0,-124.0,-176.0,0.0,0.0,0.0,0.0,0.0,-247.084136778091
20.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,2.0,0.0,0.0,0.0,-8.0,4.0,-57.0,0.0,-590.5756734439442
0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0,7.0,0.0,-10.0,0.0,-8.0,4.0,-57.0,0.0,24.86896109808743
0.0,0.0,0.0,0.0,900811920.0,0.0,-12824076173.0,-2263539135.0,-2725217004.0,0.0,-900811920.0,0.0,180895000.0,-4160223210.0,0.0,0.0,0.0,-1256.8789310294974
0.0,0.0,0.0,0.0,0.0,0.0,-750154.0,-187695.0,-295722.0,0.0,0.0,-153935.0,15000.0,-191035.0,0.0,0.0,0.0,-1615.354629777012
0.0,0.0,0.0,-479688.0,0.0,0.0,-677173.0,-187695.0,0.0,0.0,0.0,-98340.0,15000.0,-263450.0,256664.0,-3657462.0,0.0,-441.05453937454655
0.0,0.0,0.0,0.0,0.0,0.0,-317792.0,-150156.0,-104244.0,0.0,0.0,-78672.0,12000.0,-259444.0,62140.0,-885495.0,0.0,-1091.4730317827052
2784947.0,4310.0,0.0,0.0,8620.0,0.0,0.0,-200208.0,0.0,0.0,-8620.0,-367968.0,16000.0,0.0,0.0,-6296216.0,0.0,-1093.8160992065445
0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.207583580220874
19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-4.0,4.0,-57.0,0.0,-609.4776006078681
0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,-41.0,0.0,10.551221458239203
0.0,0.0,0.0,-16283096.0,0.0,0.0,-17544936.0,-3003120.0,0.0,0.0,0.0,-4630000.0,240000.0,0.0,7252028.0,-103341399.0,0.0,-257.16435813072843
0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,-6.0,0.0,-13.0,0.0,-24.0,0.0,27.490488289205842
0.0,0.0,0.0,0.0,20.0,32.0,0.0,0.0,28.0,0.0,-20.0,-28.0,0.0,0.0,28.0,-399.0,0.0,23.941660224112624
0.0,0.0,0.0,0.0,15377930.0,0.0,0.0,-36262674.0,0.0,0.0,-15377930.0,-121914734.0,2898000.0,55266530.0,0.0,-1132963865.0,0.0,-360.3864152172044
8467535.0,0.0,0.0,0.0,428448.0,0.0,0.0,-50052.0,0.0,0.0,-428448.0,0.0,4000.0,-1889156.0,1797164.0,-25609587.0,0.0,-621.7622607196982
0.0,0.0,0.0,0.0,30.0,0.0,-225.0,0.0,0.0,105.0,-30.0,-252.0,0.0,0.0,0.0,-686.0,14.0,19.193539272903692
0.0,0.0,0.0,-105938.0,0.0,0.0,-370586.0,-187695.0,0.0,0.0,0.0,-231610.0,15000.0,-191035.0,0.0,-2133852.0,43548.0,-790.040911172912
0.0,28461.0,0.0,0.0,37948.0,0.0,0.0,-150156.0,0.0,0.0,-37948.0,-185288.0,12000.0,-307308.0,216620.0,-3086835.0,0.0,-515.1757866788047
0.0,0.0,0.0,227385110.0,38560320.0,0.0,0.0,-4504680.0,0.0,60260948.0,-38560320.0,-1449939.0,360000.0,-241043792.0,0.0,-65739216.0,0.0,-38.37423299438917
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-6.0,0.0,-98.0,2.0,-11.367841006044578
