M_SO4ex_gen,M_H2Sex_gen,M_ATPex_srb,M_CO2ex_gen,M_H2pool_gen,M_ATPex_fap,M_hv_gen,M_glycpool_gen,M_O2expool_gen,M_PHB_fap,M_polyglcex_gen,M_NH3_syn,M_ATPex_syn,M_glyox_syn,M_H2ex_gen,M_ac_pool,M_bm_fap_srb_syn,objective
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.440215899325000000e+12,-2.077041027880000000e+11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.772242637000000000e+11,0.000000000000000000e+00,7.998014664400000000e+10,0.000000000000000000e+00,-3.817944340560000000e+11,2.215490000000000000e+10,0.000000000000000000e+00
-5.784048000000000000e+07,5.784048000000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.409737546000000000e+09,-9.039142200000000000e+07,1.602948210000000000e+08,0.000000000000000000e+00,2.877015400000000000e+07,-6.757020000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.337960000000000000e+06,5.400000000000000000e+05,0.000000000000000000e+00
-1.680496234800000000e+11,1.680496234800000000e+11,0.000000000000000000e+00,0.000000000000000000e+00,-8.131451107750000000e+11,0.000000000000000000e+00,-5.430014083800000000e+10,-1.095017802780000000e+11,0.000000000000000000e+00,3.512321254200000000e+10,0.000000000000000000e+00,-2.135847723900000000e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.706903000000000000e+09,0.000000000000000000e+00
-6.000000000000000000e+01,6.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.161000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.480000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.920000000000000000e+02,9.600000000000000000e+01,-7.880000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-9.640080000000000000e+05,9.640080000000000000e+05,0.000000000000000000e+00,-4.338800000000000000e+04,-4.108701000000000000e+06,1.389660000000000000e+06,-2.223456000000000000e+06,-1.852880000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.126170000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+03,0.000000000000000000e+00
-4.310000000000000000e+04,4.310000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.949462900000000000e+07,-4.407351200000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.401456000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,6.896000000000000000e+04,-2.575776000000000000e+06,1.120000000000000000e+05,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.586308000000000000e+06,-1.315870200000000000e+07,0.000000000000000000e+00,-7.433328700000000000e+07,3.626014000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.252340000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.472500000000000000e+06,1.800000000000000000e+05,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,-8.500000000000000000e+01,-4.000000000000000000e+00,8.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.500000000000000000e+01,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.430000000000000000e+02,0.000000000000000000e+00,4.200000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.400000000000000000e+01,-2.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.100000000000000000e+01,0.000000000000000000e+00,-9.800000000000000000e+01,-6.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-5.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,1.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-6.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+01,-6.400000000000000000e+01,-8.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,-1.900000000000000000e+01,0.000000000000000000e+00,-1.600000000000000000e+01,-1.000000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.078000000000000000e+03,-6.600000000000000000e+01,1.230000000000000000e+02,0.000000000000000000e+00,2.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.800000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+00,8.000000000000000000e+00,-1.600000000000000000e+01,-2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.705860000000000000e+06,3.705860000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.164180700000000000e+07,-3.056560000000000000e+06,2.250396000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,-3.003120000000000000e+06,0.000000000000000000e+00,6.431004000000000000e+06,0.000000000000000000e+00,-8.893964000000000000e+06,2.400000000000000000e+05,0.000000000000000000e+00
-4.230789500000000000e+07,4.230789500000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.386770720000000000e+08,-1.214294400000000000e+07,9.192067000000000000e+07,3.035736000000000000e+06,0.000000000000000000e+00,-3.303432000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.640000000000000000e+05,0.000000000000000000e+00
-1.182076500000000000e+07,1.182076500000000000e+07,0.000000000000000000e+00,3.908646640000000000e+08,0.000000000000000000e+00,0.000000000000000000e+00,-2.150052960000000000e+08,-1.970881880000000000e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.009360000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,5.375132400000000000e+08,0.000000000000000000e+00,7.200000000000000000e+04,0.000000000000000000e+00
-4.924572000000000000e+06,4.924572000000000000e+06,2.462286000000000000e+06,0.000000000000000000e+00,-6.846344000000000000e+06,0.000000000000000000e+00,-8.788505100000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.003120000000000000e+06,0.000000000000000000e+00,6.167372000000000000e+06,0.000000000000000000e+00,-1.168689200000000000e+07,2.400000000000000000e+05,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.724850000000000000e+05,-7.870270000000000000e+05,-9.199200000000000000e+04,5.534000000000000000e+04,2.299800000000000000e+04,0.000000000000000000e+00,-2.502600000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+03,0.000000000000000000e+00
-2.122388400000000000e+07,2.122388400000000000e+07,4.349817000000000000e+06,1.238193280000000000e+08,0.000000000000000000e+00,0.000000000000000000e+00,-3.557529600000000000e+07,-1.304427520000000000e+08,0.000000000000000000e+00,3.261068800000000000e+07,0.000000000000000000e+00,-1.801872000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.440000000000000000e+05,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.200000000000000000e+01,-3.900000000000000000e+01,0.000000000000000000e+00,-9.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.040000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.300000000000000000e+01,6.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.760000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.928016000000000000e+07,1.928016000000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.424100480000000000e+08,-1.205218960000000000e+08,1.136925550000000000e+08,3.013047400000000000e+07,0.000000000000000000e+00,-2.252340000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.612130800000000000e+07,1.800000000000000000e+05,0.000000000000000000e+00
-1.000000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-7.500000000000000000e+01,0.000000000000000000e+00,-2.240000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.440582700000000000e+07,-3.774764000000000000e+06,-7.210120000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,-2.252340000000000000e+06,0.000000000000000000e+00,2.414444000000000000e+06,0.000000000000000000e+00,-2.779320000000000000e+06,1.800000000000000000e+05,0.000000000000000000e+00
-4.965500000000000000e+04,4.965500000000000000e+04,0.000000000000000000e+00,8.691200000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,-5.927430000000000000e+05,-6.486100000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.753900000000000000e+04,0.000000000000000000e+00,4.159600000000000000e+04,0.000000000000000000e+00,-8.918500000000000000e+04,3.000000000000000000e+03,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.500000000000000000e+01,-9.800000000000000000e+01,-6.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.207222000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.436910000000000000e+05,-7.838640000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,-5.630850000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.948300000000000000e+05,4.500000000000000000e+04,0.000000000000000000e+00
-1.928016000000000000e+07,1.928016000000000000e+07,0.000000000000000000e+00,5.198166800000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,-4.446912000000000000e+07,-3.013047400000000000e+07,1.449939000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,-2.252340000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.800000000000000000e+05,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.000000000000000000e+00,-5.700000000000000000e+01,0.000000000000000000e+00,-4.900000000000000000e+01,-3.000000000000000000e+01,0.000000000000000000e+00,1.500000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.208531000000000000e+06,0.000000000000000000e+00,-8.241800000000000000e+05,-1.085370000000000000e+06,-6.100680000000000000e+05,0.000000000000000000e+00,1.682000000000000000e+04,-5.630850000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.500000000000000000e+04,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.501580000000000000e+05,-3.656640000000000000e+05,0.000000000000000000e+00,-4.131778000000000000e+06,-1.562955000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,8.432200000000000000e+04,-5.630850000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.500000000000000000e+04,0.000000000000000000e+00
-3.844093787050000000e+11,3.844093787050000000e+11,0.000000000000000000e+00,7.322962225500000000e+11,0.000000000000000000e+00,0.000000000000000000e+00,-4.853888283044000000e+12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.241359431120000000e+11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.145679672027000000e+12,3.389562400000000000e+10,0.000000000000000000e+00
-7.880510000000000000e+06,7.880510000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,-5.105522500000000000e+07,0.000000000000000000e+00,-1.256744000000000000e+08,0.000000000000000000e+00,0.000000000000000000e+00,1.963662500000000000e+07,0.000000000000000000e+00,-6.006240000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.037715400000000000e+07,4.800000000000000000e+04,0.000000000000000000e+00
-2.364153000000000000e+07,2.364153000000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,-1.531656750000000000e+08,0.000000000000000000e+00,-3.848778500000000000e+08,0.000000000000000000e+00,0.000000000000000000e+00,5.890987500000000000e+07,7.854650000000000000e+06,-1.801872000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.446954120000000000e+08,1.440000000000000000e+05,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.450000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,-5.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.128441500369906400e+16,1.128441500369906400e+16,0.000000000000000000e+00,0.000000000000000000e+00,-4.809533448904298400e+16,0.000000000000000000e+00,-9.027585572486208000e+15,-3.431662046679152000e+15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.752207189720155000e+15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.626698134666978000e+15,2.199478294350000000e+14,0.000000000000000000e+00
-2.570688000000000000e+06,2.570688000000000000e+06,0.000000000000000000e+00,7.395970000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,-5.079193000000000000e+06,-4.560908000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,1.036570000000000000e+05,-3.003120000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.400000000000000000e+04,0.000000000000000000e+00
-3.047200000000000000e+05,3.047200000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.611201900000000000e+07,-2.083940000000000000e+06,4.560920000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,-7.507800000000000000e+05,0.000000000000000000e+00,1.130668000000000000e+06,0.000000000000000000e+00,-4.266080000000000000e+05,6.000000000000000000e+04,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.039800000000000000e+04,-1.325380000000000000e+05,0.000000000000000000e+00,-4.665290000000000000e+05,-3.820700000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,9.521000000000000000e+03,-3.753900000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.415100000000000000e+04,3.000000000000000000e+03,0.000000000000000000e+00
-7.234820413150000000e+11,7.234820413150000000e+11,0.000000000000000000e+00,0.000000000000000000e+00,-1.455411662450000000e+12,0.000000000000000000e+00,-1.462282124805000000e+13,-7.502565313750000000e+11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.922804531310000000e+11,0.000000000000000000e+00,1.026162894600000000e+12,0.000000000000000000e+00,-1.732061231051000000e+12,6.331658700000000000e+10,0.000000000000000000e+00
-3.213360000000000000e+05,3.213360000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,-1.369567000000000000e+06,8.502000000000000000e+04,0.000000000000000000e+00,-4.534400000000000000e+04,-1.700400000000000000e+04,1.133600000000000000e+04,0.000000000000000000e+00,-3.753900000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.632200000000000000e+04,3.000000000000000000e+03,0.000000000000000000e+00
-5.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.100000000000000000e+02,-5.110000000000000000e+02,-2.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+01,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.023135100000000000e+07,0.000000000000000000e+00,3.284540000000000000e+05,7.129380000000000000e+05,0.000000000000000000e+00,-3.253380000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.023824000000000000e+06,2.600000000000000000e+04,0.000000000000000000e+00
-2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.100000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.611142026200000000e+10,-1.095005225600000000e+10,0.000000000000000000e+00,-1.327273813880000000e+11,-4.680372944500000000e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.108244045900000000e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.684843000000000000e+09,0.000000000000000000e+00
-5.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.700000000000000000e+02,-3.970000000000000000e+02,-2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.700000000000000000e+02,1.200000000000000000e+02,0.000000000000000000e+00,-4.900000000000000000e+01,-1.760000000000000000e+02,0.000000000000000000e+00,4.400000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.888600000000000000e+04,-1.368732000000000000e+06,0.000000000000000000e+00,-4.613644000000000000e+06,-1.267935000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,9.415600000000000000e+04,-5.630850000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.500000000000000000e+04,0.000000000000000000e+00
-3.856032000000000000e+06,3.856032000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.821942200000000000e+07,-6.841362000000000000e+06,1.109395500000000000e+07,0.000000000000000000e+00,2.004478000000000000e+06,-4.504680000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.600000000000000000e+04,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.600000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,-1.120000000000000000e+02,0.000000000000000000e+00,1.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.700000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,-4.900000000000000000e+01,-1.760000000000000000e+02,0.000000000000000000e+00,4.400000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.640080000000000000e+05,9.640080000000000000e+05,0.000000000000000000e+00,3.662372000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,-2.223456000000000000e+06,-2.038168000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.126170000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,1.449939000000000000e+06,0.000000000000000000e+00,9.000000000000000000e+03,0.000000000000000000e+00
-3.213360000000000000e+05,3.213360000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,-1.369567000000000000e+06,6.801600000000000000e+05,-1.110928000000000000e+06,-9.068800000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,2.267200000000000000e+04,-3.753900000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.632200000000000000e+04,3.000000000000000000e+03,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.623427734390000000e+11,-5.447844433200000000e+10,1.999503666100000000e+10,0.000000000000000000e+00,0.000000000000000000e+00,-8.412667584600000000e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.001403753840000000e+11,6.723142000000000000e+09,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.210000000000000000e+02,-3.000000000000000000e+00,6.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-9.640080000000000000e+05,9.640080000000000000e+05,0.000000000000000000e+00,7.738708000000000000e+06,1.449939000000000000e+06,0.000000000000000000e+00,-2.223456000000000000e+06,-8.152672000000000000e+06,0.000000000000000000e+00,2.038168000000000000e+06,0.000000000000000000e+00,-1.126170000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+03,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.400000000000000000e+01,-1.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
